,dis_id,date,state,type
1803,5f7b2c1531a8c6681cfe4229,2008-03-14,TX,Fire
1804,5f7b2c1531a8c6681cfe422f,2008-03-14,TX,Fire
1805,5f7b2c1531a8c6681cfe4232,2008-03-14,TX,Fire
1806,5f7b2c1531a8c6681cfe4235,2008-03-14,TX,Fire
1807,5f7b2c1531a8c6681cfe4236,2008-03-14,TX,Fire
1808,5f7b2c1531a8c6681cfe423a,2008-03-14,TX,Fire
1809,5f7b2c1531a8c6681cfe423b,2008-03-14,TX,Fire
1810,5f7b2c1531a8c6681cfe4244,2008-03-14,TX,Fire
1811,5f7b2c1531a8c6681cfe424c,2008-03-14,TX,Fire
1812,5f7b2c1531a8c6681cfe424d,2008-03-14,TX,Fire
1813,5f7b2c1531a8c6681cfe4251,2008-03-14,TX,Fire
1814,5f7b2c1531a8c6681cfe4254,2008-03-14,TX,Fire
1815,5f7b2c1531a8c6681cfe4259,2008-03-14,TX,Fire
1816,5f7b2c1531a8c6681cfe425b,2008-03-14,TX,Fire
1817,5f7b2c1531a8c6681cfe4261,2008-03-14,TX,Fire
1818,5f7b2c1531a8c6681cfe4270,2008-03-14,TX,Fire
1819,5f7b2c1531a8c6681cfe4272,2008-03-14,TX,Fire
1820,5f7b2c1531a8c6681cfe4277,2008-03-14,TX,Fire
1821,5f7b2c1531a8c6681cfe4279,2008-03-14,TX,Fire
1822,5f7b2c1531a8c6681cfe4280,2008-03-14,TX,Fire
1823,5f7b2c1531a8c6681cfe4286,2008-03-14,TX,Fire
1824,5f7b2c1531a8c6681cfe428e,2008-03-14,TX,Fire
1825,5f7b2c1531a8c6681cfe4292,2008-03-14,TX,Fire
1826,5f7b2c1531a8c6681cfe4293,2008-03-14,TX,Fire
1827,5f7b2c1531a8c6681cfe429e,2008-03-14,TX,Fire
1828,5f7b2c1531a8c6681cfe42a2,2008-03-14,TX,Fire
1829,5f7b2c1531a8c6681cfe42a7,2008-03-14,TX,Fire
1830,5f7b2c1531a8c6681cfe42aa,2008-03-14,TX,Fire
1831,5f7b2c1531a8c6681cfe42ad,2008-03-14,TX,Fire
1832,5f7b2c1531a8c6681cfe42b0,2008-03-14,TX,Fire
1833,5f7b2c1531a8c6681cfe42b5,2008-03-14,TX,Fire
1834,5f7b2c1531a8c6681cfe42bb,2008-03-14,TX,Fire
1835,5f7b2c1531a8c6681cfe42bd,2008-03-14,TX,Fire
1836,5f7b2c1531a8c6681cfe42c3,2008-03-14,TX,Fire
1837,5f7b2c1531a8c6681cfe42d6,2008-03-14,TX,Fire
1838,5f7b2c1531a8c6681cfe42d9,2008-03-14,TX,Fire
1839,5f7b2c1531a8c6681cfe42de,2008-03-14,TX,Fire
1840,5f7b2c1531a8c6681cfe42ee,2008-03-14,TX,Fire
1841,5f7b2c1531a8c6681cfe42fd,2008-03-14,TX,Fire
